epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
134,1768.63,0.93372,0.56095,0.99481,0.94799,0.91849,0.97151,0.73092,0.94405,0.47751,1.00704,0.00835413,0.00835413,0.00835413
135,1781.57,0.94778,0.55114,1.0044,0.95252,0.90726,0.97002,0.73316,0.93787,0.47386,1.00583,0.00834175,0.00834175,0.00834175
136,1794.32,0.92192,0.53121,0.98521,0.94212,0.92527,0.96649,0.73336,0.93069,0.47236,0.99935,0.00832937,0.00832937,0.00832937
137,1807.03,0.94912,0.56177,0.99749,0.9367,0.93282,0.96792,0.73702,0.9237,0.47363,0.99666,0.008317,0.008317,0.008317
138,1820.18,0.90728,0.54714,0.98689,0.95163,0.92119,0.96869,0.73913,0.92658,0.46475,1.00336,0.00830462,0.00830462,0.00830462
139,1833.1,0.90736,0.52962,0.97809,0.937,0.92237,0.96942,0.73353,0.92414,0.46575,1.00428,0.00829225,0.00829225,0.00829225
140,1845.93,0.91985,0.53845,0.98847,0.95444,0.92014,0.97411,0.74046,0.91881,0.45513,0.99991,0.00827988,0.00827988,0.00827988
141,1858.58,0.89373,0.53033,0.97869,0.9585,0.9199,0.9711,0.74564,0.92151,0.46069,0.99505,0.0082675,0.0082675,0.0082675
142,1871.32,0.93379,0.56262,0.98192,0.93828,0.92321,0.97318,0.73901,0.91305,0.46059,0.98912,0.00825513,0.00825513,0.00825513
143,1884.64,0.92233,0.55775,0.97197,0.93202,0.9354,0.97082,0.74525,0.91477,0.46098,0.99332,0.00824275,0.00824275,0.00824275
144,1897.77,0.9159,0.53512,0.98196,0.94355,0.92853,0.9708,0.74984,0.90633,0.45976,0.99621,0.00823038,0.00823038,0.00823038
145,1910.86,0.9275,0.53237,0.98213,0.96084,0.9199,0.97028,0.74778,0.91268,0.45976,0.99361,0.008218,0.008218,0.008218
146,1923.98,0.94215,0.5401,1.00145,0.97271,0.92101,0.97185,0.75345,0.90921,0.46383,0.99753,0.00820562,0.00820562,0.00820562
147,1936.79,0.92576,0.55889,0.98716,0.96493,0.92433,0.97499,0.74639,0.90884,0.45641,0.99749,0.00819325,0.00819325,0.00819325
148,1949.93,0.89874,0.5219,0.97651,0.94753,0.93325,0.97041,0.75061,0.90705,0.4471,0.9978,0.00818088,0.00818088,0.00818088
149,1963.29,0.90396,0.54615,0.97635,0.96128,0.92377,0.97035,0.75318,0.90034,0.44502,0.9839,0.0081685,0.0081685,0.0081685
150,1976.62,0.90599,0.53549,0.97547,0.94918,0.94444,0.97915,0.75447,0.90035,0.44629,0.98676,0.00815613,0.00815613,0.00815613
151,1990.14,0.8977,0.52024,0.97011,0.95623,0.93146,0.97033,0.74497,0.90438,0.447,0.99669,0.00814375,0.00814375,0.00814375
152,2003.17,0.92623,0.53994,0.99046,0.96378,0.9199,0.96868,0.74841,0.91233,0.45473,1.00665,0.00813138,0.00813138,0.00813138
153,2016.29,0.88079,0.51007,0.96671,0.96283,0.92765,0.9703,0.74829,0.90577,0.45517,0.99676,0.008119,0.008119,0.008119
154,2029.56,0.88697,0.5372,0.97224,0.9565,0.93282,0.97247,0.7475,0.90176,0.45192,0.99573,0.00810662,0.00810662,0.00810662
155,2043.02,0.92912,0.54411,0.9841,0.95775,0.93669,0.97242,0.75131,0.88644,0.45057,0.98863,0.00809425,0.00809425,0.00809425
156,2055.96,0.90233,0.52772,0.97919,0.9687,0.91958,0.97367,0.75205,0.87978,0.44988,0.98412,0.00808188,0.00808188,0.00808188
157,2068.6,0.87827,0.50935,0.95941,0.96803,0.92248,0.97113,0.75544,0.88942,0.45521,0.9888,0.0080695,0.0080695,0.0080695
158,2081.44,0.87349,0.50564,0.95042,0.97014,0.92362,0.96933,0.75451,0.90553,0.44878,0.98769,0.00805713,0.00805713,0.00805713
159,2094.2,0.87621,0.52558,0.95408,0.95094,0.92655,0.97562,0.75802,0.8874,0.44173,0.97898,0.00804475,0.00804475,0.00804475
160,2107.46,0.8968,0.51813,0.96823,0.95994,0.92506,0.97565,0.75931,0.88101,0.43273,0.96952,0.00803238,0.00803238,0.00803238
161,2120.6,0.88891,0.53167,0.96399,0.94876,0.94057,0.97539,0.76168,0.87629,0.43259,0.96276,0.00802,0.00802,0.00802
162,2133.74,0.89211,0.53338,0.97444,0.95864,0.92842,0.97779,0.76517,0.87146,0.43071,0.96489,0.00800762,0.00800762,0.00800762
163,2146.64,0.86744,0.5025,0.95356,0.96897,0.92797,0.975,0.76188,0.87985,0.42494,0.97047,0.00799525,0.00799525,0.00799525
164,2159.52,0.86748,0.51147,0.95346,0.96729,0.9354,0.97401,0.76221,0.87318,0.423,0.96989,0.00798288,0.00798288,0.00798288
165,2172.29,0.866,0.49869,0.95945,0.9691,0.9321,0.97685,0.76641,0.87625,0.42391,0.97014,0.0079705,0.0079705,0.0079705
166,2185.34,0.88121,0.53292,0.95894,0.97821,0.92815,0.97732,0.76725,0.87048,0.42631,0.9708,0.00795812,0.00795812,0.00795812
167,2198.87,0.87399,0.52081,0.95883,0.97838,0.93562,0.9765,0.76642,0.86655,0.42934,0.97065,0.00794575,0.00794575,0.00794575
168,2211.68,0.88104,0.50604,0.9573,0.96724,0.93411,0.97617,0.76626,0.86121,0.43261,0.97162,0.00793338,0.00793338,0.00793338
169,2225.09,0.88258,0.52176,0.96878,0.97218,0.93669,0.97715,0.76374,0.8584,0.42744,0.97076,0.007921,0.007921,0.007921
170,2237.94,0.86978,0.52624,0.95908,0.97438,0.93342,0.97686,0.76961,0.8567,0.4173,0.97113,0.00790863,0.00790863,0.00790863
171,2250.9,0.85855,0.52319,0.94876,0.97071,0.94193,0.97817,0.77049,0.86144,0.41555,0.96862,0.00789625,0.00789625,0.00789625
172,2264.19,0.86973,0.50942,0.96134,0.96689,0.94444,0.97811,0.76858,0.87266,0.41713,0.97192,0.00788388,0.00788388,0.00788388
173,2277.41,0.88308,0.51147,0.96268,0.9653,0.93449,0.97957,0.77131,0.86213,0.41829,0.96953,0.0078715,0.0078715,0.0078715
174,2290.26,0.86171,0.4965,0.95248,0.9615,0.93798,0.97905,0.77568,0.84591,0.41237,0.95995,0.00785912,0.00785912,0.00785912
175,2302.99,0.85493,0.49489,0.95988,0.96207,0.93152,0.98222,0.7758,0.84636,0.41096,0.95894,0.00784675,0.00784675,0.00784675
176,2315.67,0.85845,0.50489,0.95509,0.96944,0.92377,0.97973,0.77139,0.8541,0.41696,0.96522,0.00783438,0.00783438,0.00783438
177,2328.41,0.85868,0.49903,0.95547,0.97171,0.93209,0.97818,0.77102,0.85095,0.41419,0.9658,0.007822,0.007822,0.007822
178,2341.21,0.85769,0.4904,0.94138,0.97294,0.92917,0.97603,0.77259,0.84998,0.41452,0.967,0.00780963,0.00780963,0.00780963
179,2353.81,0.84967,0.50854,0.95924,0.97391,0.92636,0.97451,0.77158,0.84343,0.41455,0.96776,0.00779725,0.00779725,0.00779725
180,2366.53,0.86798,0.50701,0.96755,0.9747,0.93282,0.97513,0.77293,0.84405,0.41663,0.96942,0.00778488,0.00778488,0.00778488
